AMER_UI_Ascension_Force_TheFalcon_Title	<font color='ebc808' size='30'>The Falcon</font>
AMER_UI_Ascension_Life_TheBeetle_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +0.4 Movement Speed.<br><font color='cb9780'>»</font> +5% missing Physical Armor Regen (50% max).</p>
AMER_UI_Ascension_Life_TheBeetle_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Defiance</font>.<br><font color='cb9780'>  »</font> <font color="ebc808" size="20" face="Averia Serif">Defiance</font> grants a moderate amount of base Physical and Magic Armor (based on character level).<br><font color='ebc808' size='21'>2) </font>When you perform Shields Up, apply Taunted for 1 turn to enemies within 3m.<br><font color='ebc808' size='21'>3) </font>+1% Increased Battered and Harried Threshold.<br><font color='cb9780'>  »</font> +2% missing Physical Armor Regen (50% max).</p>
AMER_UI_Ascension_Life_TheBeetle_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Unlock basic activation of <font color="ebc808" size="20" face="Averia Serif">Defiance</font>.<br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Defiance</font> grants a moderate amount of base Physical and Magic Armor (based on character level).</p>
AMER_UI_Ascension_Life_TheBeetle_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform Shields Up, apply Taunted for 1 turn to enemies within 3m.</p>
AMER_UI_Ascension_Life_TheBeetle_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1% Increased Battered and Harried Threshold.<br><font color='cb9780'>»</font> +2% missing Physical Armor Regen (50% max).</p>
AMER_UI_Ascension_Life_TheHind_Title	<font color='ebc808' size='30'>The Hind</font>
AMER_UI_Ascension_Life_TheHind_Desc_A	"Whose charity humbles the hunter. "<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Life_TheHind_Rewards	Requires: 1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>Completion grants: 2 <font color='e67f7f' size='20' face='Averia Serif'>Force</font>, 3 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.
AMER_UI_Ascension_Life_TheHind_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>+5% Air Resistance.<br><font color='ebc808' size='21'>2) </font>+5% Fire Resistance.<br><font color='ebc808' size='21'>3) </font>+5% Poison Resistance.<br><font color='ebc808' size='21'>4) </font>+5% Water Resistance.</p>
AMER_UI_Ascension_Life_TheHind_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Air Resistance.</p>
AMER_UI_Ascension_Life_TheHind_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Fire Resistance.</p>
AMER_UI_Ascension_Life_TheHind_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Poison Resistance.</p>
AMER_UI_Ascension_Life_TheHind_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Water Resistance.</p>
AMER_UI_Ascension_Life_TheHind_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +1 Initiative.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Huntsman.<br><font color='ebc808' size='21'>2) </font>+1 Aerotheurge.<br><font color='ebc808' size='21'>3) </font>+1 Hydrosophist.<br><font color='ebc808' size='21'>4) </font>+1 Pyrokinetic.</p>
AMER_UI_Ascension_Life_TheHind_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Huntsman.</p>
AMER_UI_Ascension_Life_TheHind_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Aerotheurge.</p>
AMER_UI_Ascension_Life_TheHind_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Hydrosophist.</p>
AMER_UI_Ascension_Life_TheHind_Node_1.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Pyrokinetic.</p>
AMER_UI_Ascension_Life_TheHind_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +0.1 Movement Speed.<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Leadership.<br><font color='ebc808' size='21'>2) </font>+1 Perseverance.<br><font color='ebc808' size='21'>3) </font>+1 Ranged.<br><font color='ebc808' size='21'>4) </font>+1 Two-Handed.</p>
AMER_UI_Ascension_Life_TheHind_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Leadership.</p>
AMER_UI_Ascension_Life_TheHind_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Perseverance.</p>
AMER_UI_Ascension_Life_TheHind_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Ranged.</p>
AMER_UI_Ascension_Life_TheHind_Node_2.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Two-Handed.</p>
AMER_UI_Ascension_Life_TheHind_Node_3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font><font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions can be performed on allies you can see with less than 50% Vitality when they spend Source.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Elementalist</font> reactions can be performed when an ally targets an enemy or point you can see with an Aerothurge or Hydrosophist skill. The reaction deals air or water damage, respectively.</p>
AMER_UI_Ascension_Life_TheHind_Node_3.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions can be performed on allies you can see with less than 50% Vitality when they spend Source.</p>
AMER_UI_Ascension_Life_TheHind_Node_3.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Elementalist</font> reactions can be performed when an ally targets an enemy or point you can see with an Aerothurge or Hydrosophist skill. The reaction deals air or water damage, respectively.</p>
AMER_UI_Ascension_Life_TheHind_Node_4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>Once per round per ally, <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions extend the target's Source Generation by 1 turn.<br><font color='ebc808' size='21'>2) </font>Air and water <font color="ebc808" size="20" face="Averia Serif">Elementalist</font> reactions apply Charged and Brittle for 2 turns, respectively.<br><font color='cb9780'>  »</font> +7% Damage.<br><font color='ebc808' size='21'>3) </font>+1 free Celestial reaction per round.<br><font color='cb9780'>  »</font> +3% Maximum Vitality.<br><font color='ebc808' size='21'>4) </font>+1 free Elementalist reaction per round.<br><font color='cb9780'>  »</font> +3% Critical Chance.<br><font color='ebc808' size='21'>5) </font>Spellcaster Finesse; select node for details.<br><font color='cb9780'>  »</font> +2 Finesse.</p>
AMER_UI_Ascension_Life_TheHind_Node_4.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Once per round per ally, <font color="ebc808" size="20" face="Averia Serif">Celestial</font> reactions extend the target's Source Generation by 1 turn.</p>
AMER_UI_Ascension_Life_TheHind_Node_4.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Air and water <font color="ebc808" size="20" face="Averia Serif">Elementalist</font> reactions apply Charged and Brittle for 2 turns, respectively.<br><font color='cb9780'>»</font> +7% Damage.</p>
AMER_UI_Ascension_Life_TheHind_Node_4.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Celestial reaction per round.<br><font color='cb9780'>»</font> +3% Maximum Vitality.</p>
AMER_UI_Ascension_Life_TheHind_Node_4.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 free Elementalist reaction per round.<br><font color='cb9780'>»</font> +3% Critical Chance.</p>
AMER_UI_Ascension_Life_TheHind_Node_4.4	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> Aerotheurge, Geomancer, Hydrosophist, Necromancer, Pyromancer, and Summoning skills activate Finesse's AP recovery effect, but your basic attacks no longer activate this effect.<br><font color='cb9780'>»</font> +2 Finesse.</p>
AMER_UI_Ascension_Life_TheLizard_Title	<font color='ebc808' size='30'>The Lizard</font>
AMER_UI_Ascension_Life_TheLizard_Desc_A	"Scars fall away like shed skin. "<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Click on a node to view its properties.</font>
AMER_UI_Ascension_Life_TheLizard_Rewards	Requires: 1 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.<br>Completion grants: 1 <font color='73b3f2' size='20' face='Averia Serif'>Inertia</font>, 3 <font color='c1a757' size='20' face='Averia Serif'>Life</font>.
AMER_UI_Ascension_Life_TheLizard_Node_0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2% missing Vitality Regen (50% max).<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+1 Constitution.<br><font color='ebc808' size='21'>2) </font>+1 Finesse.<br><font color='ebc808' size='21'>3) </font>+1 Memory.<br><font color='ebc808' size='21'>4) </font>+1 Power.</p>
AMER_UI_Ascension_Life_TheLizard_Node_0.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Constitution.</p>
AMER_UI_Ascension_Life_TheLizard_Node_0.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Finesse.</p>
AMER_UI_Ascension_Life_TheLizard_Node_0.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Memory.</p>
AMER_UI_Ascension_Life_TheLizard_Node_0.3	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +1 Power.</p>
AMER_UI_Ascension_Life_TheLizard_Node_1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Gain:</font><br><font color='cb9780'>  »</font> +2.5% missing Vitality Regen (50% max).<br><br><font color='a8a8a8' size='21' face='Averia Serif'>Additionally, you may choose from:</font><br><font color='ebc808' size='21'>1) </font>+3% Accuracy.<br><font color='ebc808' size='21'>2) </font>+5% Damage.<br><font color='ebc808' size='21'>3) </font>+4 Initiative.</p>
AMER_UI_Ascension_Life_TheLizard_Node_1.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +3% Accuracy.</p>
AMER_UI_Ascension_Life_TheLizard_Node_1.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Damage.</p>
AMER_UI_Ascension_Life_TheLizard_Node_1.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +4 Initiative.</p>
AMER_UI_Ascension_Life_TheLizard_Node_2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>You may choose from:</font><br><font color='ebc808' size='21'>1) </font>When you perform Staff of Magus, gain the Savage Sortilege talent until your next turn.<br><font color='ebc808' size='21'>2) </font><font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +2% to elemental resistances per Leadership. <font color='a8a8a8' size='21' face='Averia Serif'>If you already have this effect:</font> <font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +1% missing Vitality regeneration per Leadership.<br><font color='ebc808' size='21'>3) </font>+5% Dodge Chance.<br><font color='cb9780'>  »</font> +2% missing Vitality Regen (50% max).</p>
AMER_UI_Ascension_Life_TheLizard_Node_2.0	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> When you perform Staff of Magus, gain the Savage Sortilege talent until your next turn.</p>
AMER_UI_Ascension_Life_TheLizard_Node_2.1	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> <font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +2% to elemental resistances per Leadership. <font color='a8a8a8' size='21' face='Averia Serif'>If you already have this effect:</font> <font color="ebc808" size="20" face="Averia Serif">Presence</font> grants +1% missing Vitality regeneration per Leadership.</p>
AMER_UI_Ascension_Life_TheLizard_Node_2.2	<p align='left'><font color='a8a8a8' size='21' face='Averia Serif'>Click on this node again to allocate it, granting:</font><br><font color='cb9780'>»</font> +5% Dodge Chance.<br><font color='cb9780'>»</font> +2% missing Vitality Regen (50% max).</p>
